bin path,bp,category,contigs,name
./bins/dave_bins/bins/elviz-contigs-1056121.Methylosarcina-1.fna,3662455,dave elviz,3605,elviz-contigs-1056121.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056148.Flavobacterium-1.fna,4169108,dave elviz,1322,elviz-contigs-1056148.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056241.Curvibacter-1.fna,6057752,dave elviz,1342,elviz-contigs-1056241.Curvibacter-1
./bins/dave_bins/bins/elviz-contigs-1056112.Opitutae-1.fna,1465012,dave elviz,1152,elviz-contigs-1056112.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056220.Methylophilus-1.fna,5390341,dave elviz,2023,elviz-contigs-1056220.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056046.Myxococcales-1.fna,3356734,dave elviz,102,elviz-contigs-1056046.Myxococcales-1
./bins/dave_bins/bins/elviz-contigs-1056031.Rheinheimera-1.fna,2532145,dave elviz,1858,elviz-contigs-1056031.Rheinheimera-1
./bins/dave_bins/bins/elviz-contigs-1056100.Burkholderiales-1.fna,5311438,dave elviz,2845,elviz-contigs-1056100.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056094.Opitutae-1.fna,1282422,dave elviz,461,elviz-contigs-1056094.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056106.Methylobacter-1.fna,6337924,dave elviz,6417,elviz-contigs-1056106.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056175.Burkholderiales-1.fna,5802914,dave elviz,1970,elviz-contigs-1056175.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056265.Methylotenera-1.fna,1905006,dave elviz,2055,elviz-contigs-1056265.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056226.Sphingobacteriales-1.fna,2991575,dave elviz,717,elviz-contigs-1056226.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056121.Methylococcaceae-1.fna,4890026,dave elviz,998,elviz-contigs-1056121.Methylococcaceae-1
./bins/dave_bins/bins/elviz-contigs-1056187.Methylobacter-1.fna,5867287,dave elviz,10236,elviz-contigs-1056187.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056178.Burkholderiales-1.fna,5865023,dave elviz,1923,elviz-contigs-1056178.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056124.Methylotenera-1.fna,2729552,dave elviz,4136,elviz-contigs-1056124.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056091.Opitutae-1.fna,1428945,dave elviz,708,elviz-contigs-1056091.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056052.Methylobacter-1.fna,6364497,dave elviz,4081,elviz-contigs-1056052.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056094.Methylobacter-1.fna,6005156,dave elviz,9056,elviz-contigs-1056094.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056121.Comamonadaceae-2.fna,2881263,dave elviz,2858,elviz-contigs-1056121.Comamonadaceae-2
./bins/dave_bins/bins/elviz-contigs-1056121.Methylophilaceae-1.fna,2726346,dave elviz,813,elviz-contigs-1056121.Methylophilaceae-1
./bins/dave_bins/bins/elviz-contigs-1056232.Methylophilus-1.fna,2767557,dave elviz,1316,elviz-contigs-1056232.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056130.Burkholderiales-1.fna,4648007,dave elviz,5245,elviz-contigs-1056130.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056235.Methylobacter-1.fna,2317700,dave elviz,3563,elviz-contigs-1056235.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056253.Methylobacter-1.fna,4151600,dave elviz,4217,elviz-contigs-1056253.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056067.Methylobacter-1.fna,6403040,dave elviz,8014,elviz-contigs-1056067.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056049.Methylobacter-1.fna,7605532,dave elviz,6089,elviz-contigs-1056049.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056247.Methylophilus-1.fna,2270729,dave elviz,2172,elviz-contigs-1056247.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056127.Burkholderiales-1.fna,3216200,dave elviz,4464,elviz-contigs-1056127.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056217.Methylophilus-1.fna,5424759,dave elviz,1960,elviz-contigs-1056217.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056271.Methylobacter-1.fna,4256006,dave elviz,275,elviz-contigs-1056271.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056070.Flavobacterium-1.fna,3703698,dave elviz,1964,elviz-contigs-1056070.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056049.Methylophilus-1.fna,5322346,dave elviz,1961,elviz-contigs-1056049.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056088.Sphingobacteriales-1.fna,2693403,dave elviz,3267,elviz-contigs-1056088.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056211.Methylotenera-1.fna,2121891,dave elviz,3740,elviz-contigs-1056211.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056073.Burkholderiales-1.fna,3862899,dave elviz,1756,elviz-contigs-1056073.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056226.Herbaspirillum-1.fna,1661098,dave elviz,743,elviz-contigs-1056226.Herbaspirillum-1
./bins/dave_bins/bins/elviz-contigs-1056226.Pseudomonas-1.fna,7328472,dave elviz,3505,elviz-contigs-1056226.Pseudomonas-1
./bins/dave_bins/bins/elviz-contigs-1056013.Comamonadaceae-1.fna,2022224,dave elviz,1990,elviz-contigs-1056013.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056154.Comamonadaceae-1.fna,7431729,dave elviz,3290,elviz-contigs-1056154.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056133.Flavobacterium-1.fna,2332076,dave elviz,1906,elviz-contigs-1056133.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056070.Methylotenera-1.fna,3899299,dave elviz,4244,elviz-contigs-1056070.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056247.Comamonadaceae-1.fna,3620215,dave elviz,2741,elviz-contigs-1056247.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056148.Burkholderiales-1.fna,4942784,dave elviz,4725,elviz-contigs-1056148.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056205.Methylobacter-1.fna,4031171,dave elviz,4321,elviz-contigs-1056205.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056106.Methylosarcina-1.fna,3891435,dave elviz,580,elviz-contigs-1056106.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056079.Methylotenera-1.fna,3058361,dave elviz,4646,elviz-contigs-1056079.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056097.Methylophilus-2.fna,2832355,dave elviz,591,elviz-contigs-1056097.Methylophilus-2
./bins/dave_bins/bins/elviz-contigs-1056100.Methylophilus-1.fna,2847292,dave elviz,570,elviz-contigs-1056100.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056268.Bacteriovorax-1.fna,4058965,dave elviz,1853,elviz-contigs-1056268.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056175.Comamonadaceae-1.fna,6359360,dave elviz,4584,elviz-contigs-1056175.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056130.Methylobacter-1.fna,4592530,dave elviz,5921,elviz-contigs-1056130.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056214.Burkholderiales-1.fna,5185086,dave elviz,6009,elviz-contigs-1056214.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056124.Methylosarcina-1.fna,3478121,dave elviz,1570,elviz-contigs-1056124.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056190.Methylosarcina-1.fna,2550718,dave elviz,1805,elviz-contigs-1056190.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056073.Methylophilaceae-1.fna,3580379,dave elviz,2204,elviz-contigs-1056073.Methylophilaceae-1
./bins/dave_bins/bins/elviz-contigs-1056100.Methylomonas-1.fna,4728610,dave elviz,1711,elviz-contigs-1056100.Methylomonas-1
./bins/dave_bins/bins/elviz-contigs-1056154.Gammaproteobacteria-1.fna,2245257,dave elviz,316,elviz-contigs-1056154.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056226.Burkholderiales-1.fna,7513098,dave elviz,4454,elviz-contigs-1056226.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056160.Comamonadaceae-1.fna,3863004,dave elviz,4107,elviz-contigs-1056160.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056133.Sphingobacteriales-1.fna,3508911,dave elviz,235,elviz-contigs-1056133.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056253.Flavobacterium-1.fna,3311586,dave elviz,2026,elviz-contigs-1056253.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056256.Methylotenera-1.fna,2180695,dave elviz,1514,elviz-contigs-1056256.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056184.Methylophilus-1.fna,2909295,dave elviz,83,elviz-contigs-1056184.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056238.Flavobacterium-1.fna,4980877,dave elviz,2618,elviz-contigs-1056238.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056124.Methylobacter-1.fna,5946416,dave elviz,2703,elviz-contigs-1056124.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056226.Methylotenera-1.fna,4597828,dave elviz,3558,elviz-contigs-1056226.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056184.Burkholderiales-1.fna,3587221,dave elviz,7265,elviz-contigs-1056184.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056124.Flectobacillus-1.fna,2568432,dave elviz,2262,elviz-contigs-1056124.Flectobacillus-1
./bins/dave_bins/bins/elviz-contigs-1056085.Acidovorax-1.fna,3440689,dave elviz,3819,elviz-contigs-1056085.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056043.Methylobacter-1.fna,8335902,dave elviz,7038,elviz-contigs-1056043.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056112.Bacteriovorax-1.fna,1840665,dave elviz,1749,elviz-contigs-1056112.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056166.Methylobacter-1.fna,6052306,dave elviz,9279,elviz-contigs-1056166.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056028.Bacteriovorax-1.fna,1484358,dave elviz,1807,elviz-contigs-1056028.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056073.Methylophilus-1.fna,2641386,dave elviz,885,elviz-contigs-1056073.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056133.Comamonadaceae-1.fna,4739535,dave elviz,3159,elviz-contigs-1056133.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056040.Bacteroidetes-1.fna,2608507,dave elviz,863,elviz-contigs-1056040.Bacteroidetes-1
./bins/dave_bins/bins/elviz-contigs-1056088.Opitutae-1.fna,1732897,dave elviz,697,elviz-contigs-1056088.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056076.Methylophilus-1.fna,2901233,dave elviz,103,elviz-contigs-1056076.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056268.Methylophilaceae-1.fna,2130340,dave elviz,753,elviz-contigs-1056268.Methylophilaceae-1
./bins/dave_bins/bins/elviz-contigs-1056241.Bosea-1.fna,2984423,dave elviz,1857,elviz-contigs-1056241.Bosea-1
./bins/dave_bins/bins/elviz-contigs-1056226.Methylobacter-1.fna,3906641,dave elviz,2177,elviz-contigs-1056226.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056247.Burkholderiales-1.fna,4860710,dave elviz,5582,elviz-contigs-1056247.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056208.Flavobacterium-1.fna,1402064,dave elviz,3060,elviz-contigs-1056208.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056247.Methylobacter-1.fna,4272566,dave elviz,244,elviz-contigs-1056247.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056061.Flavobacterium-1.fna,2998425,dave elviz,2885,elviz-contigs-1056061.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056199.Methylophilus-1.fna,5430835,dave elviz,2674,elviz-contigs-1056199.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056262.Burkholderiales-1.fna,7227980,dave elviz,8827,elviz-contigs-1056262.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056193.Rhodocyclales-1.fna,803938,dave elviz,918,elviz-contigs-1056193.Rhodocyclales-1
./bins/dave_bins/bins/elviz-contigs-1056238.Gammaproteobacteria-1.fna,3003086,dave elviz,271,elviz-contigs-1056238.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056268.Burkholderiales-1.fna,5815920,dave elviz,2965,elviz-contigs-1056268.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056121.Methylovulum-1.fna,4076154,dave elviz,1306,elviz-contigs-1056121.Methylovulum-1
./bins/dave_bins/bins/elviz-contigs-1056244.Flavobacterium-1.fna,2104034,dave elviz,2150,elviz-contigs-1056244.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056136.Comamonadaceae-1.fna,4456407,dave elviz,3073,elviz-contigs-1056136.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056034.Comamonadaceae-1.fna,2966307,dave elviz,2776,elviz-contigs-1056034.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056133.Acidovorax-1.fna,5349469,dave elviz,8373,elviz-contigs-1056133.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056175.Gammaproteobacteria-2.fna,1184286,dave elviz,443,elviz-contigs-1056175.Gammaproteobacteria-2
./bins/dave_bins/bins/elviz-contigs-1056217.Bosea-1.fna,3415160,dave elviz,3377,elviz-contigs-1056217.Bosea-1
./bins/dave_bins/bins/elviz-contigs-1056097.Flavobacterium-1.fna,3057692,dave elviz,936,elviz-contigs-1056097.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056034.Bacteriovorax-1.fna,2397133,dave elviz,1870,elviz-contigs-1056034.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056073.Methylobacter-1.fna,4785145,dave elviz,3631,elviz-contigs-1056073.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056088.Bacteriovorax-1.fna,3073545,dave elviz,2076,elviz-contigs-1056088.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056055.Methylosarcina-1.fna,4703165,dave elviz,3732,elviz-contigs-1056055.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056154.Methylophilus-1.fna,3869034,dave elviz,1613,elviz-contigs-1056154.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056166.Comamonadaceae-1.fna,3604910,dave elviz,2151,elviz-contigs-1056166.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056028.Comamonadaceae-1.fna,2178716,dave elviz,2727,elviz-contigs-1056028.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056196.Acidovorax-1.fna,7672985,dave elviz,9471,elviz-contigs-1056196.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056127.Flavobacterium-1.fna,4999855,dave elviz,3268,elviz-contigs-1056127.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056064.Methylobacter-1.fna,8563188,dave elviz,9978,elviz-contigs-1056064.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056253.Methylotenera-1.fna,2254613,dave elviz,1471,elviz-contigs-1056253.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056193.Comamonadaceae-1.fna,4236322,dave elviz,3628,elviz-contigs-1056193.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056187.Comamonadaceae-1.fna,6225717,dave elviz,5231,elviz-contigs-1056187.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056064.Gammaproteobacteria-1.fna,3084523,dave elviz,2269,elviz-contigs-1056064.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056190.Emticicia-1.fna,2352330,dave elviz,1501,elviz-contigs-1056190.Emticicia-1
./bins/dave_bins/bins/elviz-contigs-1056061.Comamonadaceae-1.fna,2188118,dave elviz,2753,elviz-contigs-1056061.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056073.Methylococcaceae-1.fna,4611081,dave elviz,1922,elviz-contigs-1056073.Methylococcaceae-1
./bins/dave_bins/bins/elviz-contigs-1056034.Fluviicola-1.fna,2101520,dave elviz,571,elviz-contigs-1056034.Fluviicola-1
./bins/dave_bins/bins/elviz-contigs-1056211.Methylophilus-1.fna,3812064,dave elviz,2102,elviz-contigs-1056211.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056148.Methylosarcina-1.fna,3409661,dave elviz,1797,elviz-contigs-1056148.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056145.Methylotenera-1.fna,2484624,dave elviz,1259,elviz-contigs-1056145.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056166.Opitutae-1.fna,1189649,dave elviz,1311,elviz-contigs-1056166.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056103.Methylobacter-1.fna,7341623,dave elviz,11307,elviz-contigs-1056103.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056070.Gammaproteobacteria-1.fna,3693394,dave elviz,2131,elviz-contigs-1056070.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056115.Bacteriovorax-1.fna,1588016,dave elviz,25,elviz-contigs-1056115.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056130.Methylosarcina-1.fna,4123211,dave elviz,355,elviz-contigs-1056130.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056178.Methylotenera-1.fna,2177272,dave elviz,3083,elviz-contigs-1056178.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056214.Flavobacterium-1.fna,3324209,dave elviz,3915,elviz-contigs-1056214.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056160.Sphingobacteriales-1.fna,1696182,dave elviz,2002,elviz-contigs-1056160.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056265.Methylophilus-1.fna,2758351,dave elviz,1005,elviz-contigs-1056265.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056214.Gammaproteobacteria-1.fna,2103904,dave elviz,1693,elviz-contigs-1056214.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056217.Burkholderiales-1.fna,7339518,dave elviz,1677,elviz-contigs-1056217.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056235.Methylobacter-2.fna,2626430,dave elviz,4109,elviz-contigs-1056235.Methylobacter-2
./bins/dave_bins/bins/elviz-contigs-1056100.Methylophilus-2.fna,2942242,dave elviz,701,elviz-contigs-1056100.Methylophilus-2
./bins/dave_bins/bins/elviz-contigs-1056172.Methylophilus-1.fna,2911783,dave elviz,89,elviz-contigs-1056172.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056214.Acidovorax-1.fna,2949483,dave elviz,2579,elviz-contigs-1056214.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056154.Flavobacterium-1.fna,3533474,dave elviz,3250,elviz-contigs-1056154.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056250.Methylotenera-1.fna,3474142,dave elviz,5812,elviz-contigs-1056250.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056172.Methylobacter-2.fna,3461842,dave elviz,1572,elviz-contigs-1056172.Methylobacter-2
./bins/dave_bins/bins/elviz-contigs-1056157.Bacteriovorax-1.fna,2050222,dave elviz,553,elviz-contigs-1056157.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056100.Flavobacterium-1.fna,2767289,dave elviz,405,elviz-contigs-1056100.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056115.Methylobacter-1.fna,7247651,dave elviz,12825,elviz-contigs-1056115.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056091.Comamonadaceae-1.fna,3999624,dave elviz,2813,elviz-contigs-1056091.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056109.Sphingobacteriales-1.fna,3717227,dave elviz,775,elviz-contigs-1056109.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056190.Burkholderiales-1.fna,9111656,dave elviz,6653,elviz-contigs-1056190.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056118.Sphingobacteriales-1.fna,2303977,dave elviz,2983,elviz-contigs-1056118.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056271.Gammaproteobacteria-1.fna,2363690,dave elviz,1440,elviz-contigs-1056271.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056028.Acidovorax-1.fna,2416841,dave elviz,3197,elviz-contigs-1056028.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056103.Methylophilus-1.fna,5120854,dave elviz,4447,elviz-contigs-1056103.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056181.Methylophilus-1.fna,2906658,dave elviz,77,elviz-contigs-1056181.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056199.Acidovorax-1.fna,7560796,dave elviz,8798,elviz-contigs-1056199.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056223.Delftia-1.fna,4295948,dave elviz,5300,elviz-contigs-1056223.Delftia-1
./bins/dave_bins/bins/elviz-contigs-1056091.Methylobacter-1.fna,7505363,dave elviz,10975,elviz-contigs-1056091.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056169.Gammaproteobacteria-1.fna,4205589,dave elviz,2945,elviz-contigs-1056169.Gammaproteobacteria-1
./bins/dave_bins/bins/elviz-contigs-1056085.Bacteriovorax-1.fna,1323553,dave elviz,1162,elviz-contigs-1056085.Bacteriovorax-1
./bins/dave_bins/bins/elviz-contigs-1056250.Acidovorax-1.fna,4840519,dave elviz,6942,elviz-contigs-1056250.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056100.Methylosarcina-1.fna,3157733,dave elviz,3367,elviz-contigs-1056100.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056115.Flavobacterium-1.fna,1478504,dave elviz,2574,elviz-contigs-1056115.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056124.Methylophilus-1.fna,2904105,dave elviz,102,elviz-contigs-1056124.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056124.Burkholderiales-1.fna,5424557,dave elviz,8036,elviz-contigs-1056124.Burkholderiales-1
./bins/dave_bins/bins/elviz-contigs-1056202.Pseudomonas-1.fna,12771048,dave elviz,6511,elviz-contigs-1056202.Pseudomonas-1
./bins/dave_bins/bins/elviz-contigs-1056049.Sphingobacteriales-1.fna,1204816,dave elviz,67,elviz-contigs-1056049.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056268.Rhodocyclales-1.fna,1171885,dave elviz,735,elviz-contigs-1056268.Rhodocyclales-1
./bins/dave_bins/bins/elviz-contigs-1056127.Methylosarcina-1.fna,4224794,dave elviz,277,elviz-contigs-1056127.Methylosarcina-1
./bins/dave_bins/bins/elviz-contigs-1056208.Methylobacter-1.fna,3667729,dave elviz,1653,elviz-contigs-1056208.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056163.Sphingobacteriales-1.fna,1503689,dave elviz,2253,elviz-contigs-1056163.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056157.Acidovorax-1.fna,6555114,dave elviz,9586,elviz-contigs-1056157.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056151.Methylophilus-1.fna,2915476,dave elviz,94,elviz-contigs-1056151.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056019.Dechloromonas-1.fna,2505242,dave elviz,1889,elviz-contigs-1056019.Dechloromonas-1
./bins/dave_bins/bins/elviz-contigs-1056256.Methylobacter-2.fna,3489679,dave elviz,1810,elviz-contigs-1056256.Methylobacter-2
./bins/dave_bins/bins/elviz-contigs-1056025.Rheinheimera-1.fna,3030157,dave elviz,2514,elviz-contigs-1056025.Rheinheimera-1
./bins/dave_bins/bins/elviz-contigs-1056097.Methylovulum-1.fna,3140988,dave elviz,2720,elviz-contigs-1056097.Methylovulum-1
./bins/dave_bins/bins/elviz-contigs-1056139.Methylobacter-1.fna,7000558,dave elviz,12676,elviz-contigs-1056139.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056091.Flavobacterium-1.fna,3126404,dave elviz,2529,elviz-contigs-1056091.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056193.Acidovorax-1.fna,7935036,dave elviz,9029,elviz-contigs-1056193.Acidovorax-1
./bins/dave_bins/bins/elviz-contigs-1056106.Methylotenera-1.fna,3746655,dave elviz,6021,elviz-contigs-1056106.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056244.Methylobacter-1.fna,3958032,dave elviz,6136,elviz-contigs-1056244.Methylobacter-1
./bins/dave_bins/bins/elviz-contigs-1056241.Methylotenera-1.fna,3055213,dave elviz,2181,elviz-contigs-1056241.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056229.Methylotenera-1.fna,3731808,dave elviz,4292,elviz-contigs-1056229.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056247.Flavobacterium-1.fna,4191099,dave elviz,4799,elviz-contigs-1056247.Flavobacterium-1
./bins/dave_bins/bins/elviz-contigs-1056145.Fluviicola-1.fna,1920234,dave elviz,883,elviz-contigs-1056145.Fluviicola-1
./bins/dave_bins/bins/elviz-contigs-1056265.Rhodocyclales-1.fna,950629,dave elviz,1159,elviz-contigs-1056265.Rhodocyclales-1
./bins/dave_bins/bins/elviz-contigs-1056121.Acidovorax-2.fna,3231771,dave elviz,3767,elviz-contigs-1056121.Acidovorax-2
./bins/dave_bins/bins/elviz-contigs-1056136.Sphingobacteriales-1.fna,4612294,dave elviz,1932,elviz-contigs-1056136.Sphingobacteriales-1
./bins/dave_bins/bins/elviz-contigs-1056145.Methylophilus-1.fna,2519163,dave elviz,462,elviz-contigs-1056145.Methylophilus-1
./bins/dave_bins/bins/elviz-contigs-1056148.Comamonadaceae-1.fna,4226124,dave elviz,4012,elviz-contigs-1056148.Comamonadaceae-1
./bins/dave_bins/bins/elviz-contigs-1056016.Methylotenera-1.fna,5556599,dave elviz,5598,elviz-contigs-1056016.Methylotenera-1
./bins/dave_bins/bins/elviz-contigs-1056214.Curvibacter-1.fna,5985821,dave elviz,1734,elviz-contigs-1056214.Curvibacter-1
./bins/dave_bins/bins/elviz-contigs-1056271.Opitutae-1.fna,1222912,dave elviz,191,elviz-contigs-1056271.Opitutae-1
./bins/dave_bins/bins/elviz-contigs-1056097.Methylomonas-1.fna,5026435,dave elviz,1675,elviz-contigs-1056097.Methylomonas-1
./bins/dave_bins/bins/elviz-contigs-1056211.Methylobacter-2.fna,2805340,dave elviz,4228,elviz-contigs-1056211.Methylobacter-2
./bins/dave_bins/bins/elviz-contigs-1056274.Sphingobacteriales-1.fna,3553399,dave elviz,390,elviz-contigs-1056274.Sphingobacteriales-1
